#FRAME_ID    DATE_OBS   FITS_SIZE[MB] FILTER01        FILTER02        FILTER03        FILTER04        RA2000       DEC2000      GALLONG      GALLAT       ECLLONG      ECLLAT             X_2000       Y_2000       Z_2000 UT_STR        EXPTIME   ALTITUDE DATA_TYP         OBS_MOD          OBJECT2                          

COMA00027832 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         18:12:16.066 -10:43:19.69 18.91112     3.66330      273.12481    12.68394         0.052569    -0.981134    -0.186046 06:12:14.000    2.511   49.58499 OBJECT           spectroscopy     HD146051                         
COMA00027833 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         18:12:16.031 -10:43:20.25 18.91091     3.66337      273.12464    12.68379         0.052566    -0.981133    -0.186049 06:13:37.000    0.046   49.81911 OBJECT           imaging          HD146051                         
COMA00027834 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         18:12:16.031 -10:43:20.25 18.91091     3.66337      273.12464    12.68379         0.052566    -0.981133    -0.186049 06:13:37.000    2.511   49.81911 OBJECT           spectroscopy     HD146051                         
COMA00027835 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         18:12:15.992 -10:43:20.79 18.91070     3.66344      273.12447    12.68365         0.052563    -0.981133    -0.186051 06:15:01.000    0.046   50.04077 OBJECT           imaging          HD146051                         
COMA00027836 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         18:12:15.992 -10:43:20.79 18.91070     3.66344      273.12447    12.68365         0.052563    -0.981133    -0.186051 06:15:01.000    2.511   50.04077 OBJECT           spectroscopy     HD146051                         
COMA00027838 2002-07-31             9 H13             F34C17.00W0.40  H01             L02L20I         18:12:15.932 -10:43:21.71 18.91035     3.66354      273.12421    12.68340         0.052559    -0.981132    -0.186056 06:17:27.000    1.507   50.41545 OBJECT           spectroscopy     HD146051                         
COMA00027840 2002-07-31             9 H13             F34C17.00W0.40  H01             L02L20I         18:12:15.906 -10:43:22.05 18.91023     3.66357      273.12413    12.68330         0.052557    -0.981132    -0.186057 06:18:18.000    1.507   50.55994 OBJECT           spectroscopy     HD146051                         
COMA00027842 2002-07-31             9 D12             F34C17.00W0.40  H01             L02L20I         18:12:15.876 -10:43:22.53 18.91005     3.66361      273.12400    12.68317         0.052555    -0.981132    -0.186060 06:19:39.000    1.507   50.76694 OBJECT           spectroscopy     HD146051                         
COMA00027844 2002-07-31             9 D12             F34C17.00W0.40  H01             L02L20I         18:12:15.854 -10:43:22.84 18.90992     3.66368      273.12387    12.68309         0.052553    -0.981132    -0.186061 06:20:25.000    1.507   50.88458 OBJECT           spectroscopy     HD146051                         
COMA00027849 2002-07-31             1 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.903 -23:53:44.62 355.59876    14.82703     251.87292    -1.70440        -0.311585    -0.859552    -0.405073 06:34:05.000    0.046   46.24258 OBJECT           imaging          MWC863                           
COMA00027850 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.903 -23:53:44.62 355.59876    14.82703     251.87292    -1.70440        -0.311585    -0.859552    -0.405073 06:34:05.000    2.511   46.24258 OBJECT           spectroscopy     MWC863                           
COMA00027851 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.95 355.59815    14.82541     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:36:21.000    0.046   46.21807 OBJECT           imaging          MWC863                           
COMA00027852 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.95 355.59815    14.82541     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:36:21.000    2.511   46.21807 OBJECT           spectroscopy     MWC863                           
COMA00027853 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.136 -23:53:50.00 355.59816    14.82538     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 06:38:04.000    0.046   46.19503 OBJECT           imaging          MWC863                           
COMA00027854 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.136 -23:53:50.00 355.59816    14.82538     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 06:38:04.000    2.511   46.19503 OBJECT           spectroscopy     MWC863                           
COMA00027855 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.127 -23:53:49.87 355.59816    14.82543     251.87399    -1.70573        -0.311567    -0.859548    -0.405097 06:39:49.000    0.046   46.16814 OBJECT           imaging          MWC863                           
COMA00027856 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.127 -23:53:49.87 355.59816    14.82543     251.87399    -1.70573        -0.311567    -0.859548    -0.405097 06:39:49.000    2.511   46.16814 OBJECT           spectroscopy     MWC863                           
COMA00027857 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.113 -23:53:49.80 355.59813    14.82550     251.87391    -1.70572        -0.311568    -0.859548    -0.405096 06:41:11.000    0.046   46.14421 OBJECT           imaging          MWC863                           
COMA00027858 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.113 -23:53:49.80 355.59813    14.82550     251.87391    -1.70572        -0.311568    -0.859548    -0.405096 06:41:11.000    2.511   46.14421 OBJECT           spectroscopy     MWC863                           
COMA00027859 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.115 -23:53:49.93 355.59810    14.82548     251.87391    -1.70575        -0.311568    -0.859547    -0.405097 06:42:31.000    0.046   46.11817 OBJECT           imaging          MWC863                           
COMA00027860 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.115 -23:53:49.93 355.59810    14.82548     251.87391    -1.70575        -0.311568    -0.859547    -0.405097 06:42:31.000    2.511   46.11817 OBJECT           spectroscopy     MWC863                           
COMA00027861 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.121 -23:53:49.66 355.59819    14.82549     251.87394    -1.70567        -0.311568    -0.859548    -0.405096 06:43:51.000    0.046   46.09052 OBJECT           imaging          MWC863                           
COMA00027862 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.121 -23:53:49.66 355.59819    14.82549     251.87394    -1.70567        -0.311568    -0.859548    -0.405096 06:43:51.000    2.511   46.09052 OBJECT           spectroscopy     MWC863                           
COMA00027863 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.123 -23:53:49.91 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 06:45:20.000    0.046   46.05635 OBJECT           imaging          MWC863                           
COMA00027864 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.123 -23:53:49.91 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 06:45:20.000    2.511   46.05635 OBJECT           spectroscopy     MWC863                           
COMA00027865 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.131 -23:53:49.87 355.59816    14.82543     251.87399    -1.70573        -0.311567    -0.859548    -0.405097 06:46:40.000    0.046   46.02266 OBJECT           imaging          MWC863                           
COMA00027866 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.131 -23:53:49.87 355.59816    14.82543     251.87399    -1.70573        -0.311567    -0.859548    -0.405097 06:46:40.000    2.511   46.02266 OBJECT           spectroscopy     MWC863                           
COMA00027867 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.136 -23:53:50.00 355.59816    14.82538     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 06:47:58.000    0.046   45.98799 OBJECT           imaging          MWC863                           
COMA00027868 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.136 -23:53:50.00 355.59816    14.82538     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 06:47:58.000    2.511   45.98799 OBJECT           spectroscopy     MWC863                           
COMA00027869 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.124 -23:53:49.81 355.59815    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 06:49:15.000    0.046   45.95153 OBJECT           imaging          MWC863                           
COMA00027870 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.124 -23:53:49.81 355.59815    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 06:49:15.000    2.511   45.95153 OBJECT           spectroscopy     MWC863                           
COMA00027871 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.125 -23:53:49.85 355.59814    14.82546     251.87395    -1.70573        -0.311568    -0.859548    -0.405097 06:50:42.000    0.046   45.90800 OBJECT           imaging          MWC863                           
COMA00027872 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.125 -23:53:49.85 355.59814    14.82546     251.87395    -1.70573        -0.311568    -0.859548    -0.405097 06:50:42.000    2.511   45.90800 OBJECT           spectroscopy     MWC863                           
COMA00027873 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.137 -23:53:49.79 355.59821    14.82541     251.87402    -1.70570        -0.311567    -0.859548    -0.405096 06:52:03.000    0.046   45.86481 OBJECT           imaging          MWC863                           
COMA00027874 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.137 -23:53:49.79 355.59821    14.82541     251.87402    -1.70570        -0.311567    -0.859548    -0.405096 06:52:03.000    2.511   45.86481 OBJECT           spectroscopy     MWC863                           
COMA00027875 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.123 -23:53:49.90 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 06:53:22.000    0.046   45.81986 OBJECT           imaging          MWC863                           
COMA00027876 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.123 -23:53:49.90 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 06:53:22.000    2.511   45.81986 OBJECT           spectroscopy     MWC863                           
COMA00027877 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:50.02 355.59813    14.82540     251.87399    -1.70577        -0.311567    -0.859548    -0.405097 06:54:42.000    0.046   45.77240 OBJECT           imaging          MWC863                           
COMA00027878 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:50.02 355.59813    14.82540     251.87399    -1.70577        -0.311567    -0.859548    -0.405097 06:54:42.000    2.511   45.77240 OBJECT           spectroscopy     MWC863                           
COMA00027879 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.94 355.59815    14.82542     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:56:05.000    0.046   45.72164 OBJECT           imaging          MWC863                           
COMA00027880 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.94 355.59815    14.82542     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:56:05.000    2.511   45.72164 OBJECT           spectroscopy     MWC863                           
COMA00027881 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.97 355.59814    14.82541     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:57:24.000    0.046   45.66862 OBJECT           imaging          MWC863                           
COMA00027882 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.133 -23:53:49.97 355.59814    14.82541     251.87399    -1.70575        -0.311567    -0.859548    -0.405097 06:57:24.000    2.511   45.66862 OBJECT           spectroscopy     MWC863                           
COMA00027883 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.119 -23:53:49.78 355.59816    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 06:58:43.000    0.046   45.61478 OBJECT           imaging          MWC863                           
COMA00027884 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.119 -23:53:49.78 355.59816    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 06:58:43.000    2.511   45.61478 OBJECT           spectroscopy     MWC863                           
COMA00027885 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.114 -23:53:49.92 355.59810    14.82548     251.87391    -1.70575        -0.311568    -0.859547    -0.405097 07:00:05.000    0.046   45.55787 OBJECT           imaging          MWC863                           
COMA00027886 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.114 -23:53:49.92 355.59810    14.82548     251.87391    -1.70575        -0.311568    -0.859547    -0.405097 07:00:05.000    2.511   45.55787 OBJECT           spectroscopy     MWC863                           
COMA00027887 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.107 -23:53:49.85 355.59812    14.82549     251.87391    -1.70573        -0.311568    -0.859548    -0.405097 07:01:30.000    0.046   45.49448 OBJECT           imaging          MWC863                           
COMA00027888 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.107 -23:53:49.85 355.59812    14.82549     251.87391    -1.70573        -0.311568    -0.859548    -0.405097 07:01:30.000    2.511   45.49448 OBJECT           spectroscopy     MWC863                           
COMA00027889 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.99 355.59811    14.82544     251.87395    -1.70576        -0.311568    -0.859547    -0.405097 07:02:52.000    0.046   45.43030 OBJECT           imaging          MWC863                           
COMA00027890 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.99 355.59811    14.82544     251.87395    -1.70576        -0.311568    -0.859547    -0.405097 07:02:52.000    2.511   45.43030 OBJECT           spectroscopy     MWC863                           
COMA00027891 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.135 -23:53:50.03 355.59815    14.82537     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 07:04:12.000    0.046   45.36709 OBJECT           imaging          MWC863                           
COMA00027892 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.135 -23:53:50.03 355.59815    14.82537     251.87403    -1.70576        -0.311566    -0.859548    -0.405097 07:04:12.000    2.511   45.36709 OBJECT           spectroscopy     MWC863                           
COMA00027893 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.78 355.59816    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 07:05:32.000    0.046   45.30096 OBJECT           imaging          MWC863                           
COMA00027894 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.78 355.59816    14.82547     251.87395    -1.70571        -0.311568    -0.859548    -0.405096 07:05:32.000    2.511   45.30096 OBJECT           spectroscopy     MWC863                           
COMA00027895 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.116 -23:53:49.87 355.59814    14.82546     251.87395    -1.70573        -0.311568    -0.859548    -0.405097 07:07:07.000    0.046   45.21972 OBJECT           imaging          MWC863                           
COMA00027896 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.116 -23:53:49.87 355.59814    14.82546     251.87395    -1.70573        -0.311568    -0.859548    -0.405097 07:07:07.000    2.511   45.21972 OBJECT           spectroscopy     MWC863                           
COMA00027897 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.90 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 07:08:24.000    0.046   45.14922 OBJECT           imaging          MWC863                           
COMA00027898 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.122 -23:53:49.90 355.59813    14.82545     251.87395    -1.70574        -0.311568    -0.859548    -0.405097 07:08:24.000    2.511   45.14922 OBJECT           spectroscopy     MWC863                           
COMA00027900 2002-07-31            21 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.128 -23:53:50.18 355.59810    14.82537     251.87400    -1.70581        -0.311567    -0.859547    -0.405098 07:10:29.000    1.507   45.03910 OBJECT           spectroscopy     MWC863                           
COMA00027902 2002-07-31            21 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.137 -23:53:50.56 355.59804    14.82528     251.87405    -1.70591        -0.311566    -0.859547    -0.405100 07:11:19.000    1.507   44.98754 OBJECT           spectroscopy     MWC863                           
COMA00027903 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.129 -23:53:50.07 355.59812    14.82539     251.87399    -1.70578        -0.311567    -0.859548    -0.405098 07:13:35.000    0.046   44.85624 OBJECT           imaging          MWC863                           
COMA00027904 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.129 -23:53:50.07 355.59812    14.82539     251.87399    -1.70578        -0.311567    -0.859548    -0.405098 07:13:35.000    2.511   44.85624 OBJECT           spectroscopy     MWC863                           
COMA00027905 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.056 -23:53:49.40 355.59809    14.82572     251.87371    -1.70563        -0.311572    -0.859547    -0.405095 07:30:03.000    0.046   43.69528 OBJECT           imaging          MWC863                           
COMA00027906 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.056 -23:53:49.40 355.59809    14.82572     251.87371    -1.70563        -0.311572    -0.859547    -0.405095 07:30:03.000    2.511   43.69528 OBJECT           spectroscopy     MWC863                           
COMA00027907 2002-07-31             2 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.906 -23:53:44.98 355.59870    14.82694     251.87297    -1.70449        -0.311584    -0.859552    -0.405075 07:33:47.000    0.046   43.38749 OBJECT           imaging          MWC863                           
COMA00027908 2002-07-31            12 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.906 -23:53:44.98 355.59870    14.82694     251.87297    -1.70449        -0.311584    -0.859552    -0.405075 07:33:48.000    2.511   43.38749 OBJECT           spectroscopy     MWC863                           
COMA00027909 2002-07-31             2 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.005 -23:53:49.65 355.59789    14.82585     251.87349    -1.70573        -0.311575    -0.859545    -0.405096 07:36:04.000    0.046   43.18505 OBJECT           imaging          MWC863                           
COMA00027910 2002-07-31            12 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.005 -23:53:49.65 355.59789    14.82585     251.87349    -1.70573        -0.311575    -0.859545    -0.405096 07:36:04.000    2.511   43.18505 OBJECT           spectroscopy     MWC863                           
COMA00027911 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.010 -23:53:49.55 355.59794    14.82584     251.87352    -1.70570        -0.311575    -0.859546    -0.405095 07:37:07.000    0.046   43.09867 OBJECT           imaging          MWC863                           
COMA00027912 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.010 -23:53:49.55 355.59794    14.82584     251.87352    -1.70570        -0.311575    -0.859546    -0.405095 07:37:07.000    2.511   43.09867 OBJECT           spectroscopy     MWC863                           
COMA00027913 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.993 -23:53:49.59 355.59788    14.82589     251.87345    -1.70572        -0.311576    -0.859545    -0.405095 07:38:27.000    0.046   42.97427 OBJECT           imaging          MWC863                           
COMA00027914 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.993 -23:53:49.59 355.59788    14.82589     251.87345    -1.70572        -0.311576    -0.859545    -0.405095 07:38:27.000    2.511   42.97427 OBJECT           spectroscopy     MWC863                           
COMA00027915 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.996 -23:53:49.40 355.59794    14.82589     251.87348    -1.70566        -0.311576    -0.859546    -0.405095 07:39:44.000    0.046   42.85785 OBJECT           imaging          MWC863                           
COMA00027916 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.996 -23:53:49.40 355.59794    14.82589     251.87348    -1.70566        -0.311576    -0.859546    -0.405095 07:39:44.000    2.511   42.85785 OBJECT           spectroscopy     MWC863                           
COMA00027917 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.996 -23:53:49.46 355.59793    14.82588     251.87348    -1.70568        -0.311575    -0.859546    -0.405095 07:41:04.000    0.046   42.73525 OBJECT           imaging          MWC863                           
COMA00027918 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.996 -23:53:49.46 355.59793    14.82588     251.87348    -1.70568        -0.311575    -0.859546    -0.405095 07:41:04.000    2.511   42.73525 OBJECT           spectroscopy     MWC863                           
COMA00027919 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.978 -23:53:49.37 355.59790    14.82596     251.87340    -1.70567        -0.311577    -0.859545    -0.405094 07:42:29.000    0.046   42.60351 OBJECT           imaging          MWC863                           
COMA00027920 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.978 -23:53:49.37 355.59790    14.82596     251.87340    -1.70567        -0.311577    -0.859545    -0.405094 07:42:29.000    2.511   42.60351 OBJECT           spectroscopy     MWC863                           
COMA00027921 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.978 -23:53:49.46 355.59788    14.82594     251.87341    -1.70569        -0.311577    -0.859545    -0.405095 07:43:48.000    0.046   42.47697 OBJECT           imaging          MWC863                           
COMA00027922 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.978 -23:53:49.46 355.59788    14.82594     251.87341    -1.70569        -0.311577    -0.859545    -0.405095 07:43:48.000    2.511   42.47697 OBJECT           spectroscopy     MWC863                           
COMA00027923 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.981 -23:53:49.22 355.59793    14.82599     251.87340    -1.70562        -0.311577    -0.859546    -0.405094 07:45:06.000    0.046   42.35298 OBJECT           imaging          MWC863                           
COMA00027924 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.981 -23:53:49.22 355.59793    14.82599     251.87340    -1.70562        -0.311577    -0.859546    -0.405094 07:45:06.000    2.511   42.35298 OBJECT           spectroscopy     MWC863                           
COMA00027925 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.997 -23:53:49.52 355.59792    14.82587     251.87348    -1.70570        -0.311575    -0.859546    -0.405095 07:46:23.000    0.046   42.22615 OBJECT           imaging          MWC863                           
COMA00027926 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:17.997 -23:53:49.52 355.59792    14.82587     251.87348    -1.70570        -0.311575    -0.859546    -0.405095 07:46:23.000    2.511   42.22615 OBJECT           spectroscopy     MWC863                           
COMA00027927 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.006 -23:53:49.31 355.59799    14.82588     251.87351    -1.70563        -0.311575    -0.859546    -0.405094 07:49:28.000    0.046   41.92029 OBJECT           imaging          MWC863                           
COMA00027928 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.006 -23:53:49.31 355.59799    14.82588     251.87351    -1.70563        -0.311575    -0.859546    -0.405094 07:49:28.000    2.511   41.92029 OBJECT           spectroscopy     MWC863                           
COMA00027929 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.009 -23:53:49.60 355.59793    14.82583     251.87352    -1.70571        -0.311575    -0.859546    -0.405095 07:52:31.000    0.046   41.60555 OBJECT           imaging          MWC863                           
COMA00027930 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.009 -23:53:49.60 355.59793    14.82583     251.87352    -1.70571        -0.311575    -0.859546    -0.405095 07:52:31.000    2.511   41.60555 OBJECT           spectroscopy     MWC863                           
COMA00027931 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.037 -23:53:49.37 355.59805    14.82578     251.87363    -1.70563        -0.311573    -0.859547    -0.405094 07:54:13.000    0.046   41.42780 OBJECT           imaging          MWC863                           
COMA00027932 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.037 -23:53:49.37 355.59805    14.82578     251.87363    -1.70563        -0.311573    -0.859547    -0.405094 07:54:13.000    2.511   41.42780 OBJECT           spectroscopy     MWC863                           
COMA00027933 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.014 -23:53:49.07 355.59804    14.82592     251.87350    -1.70557        -0.311575    -0.859547    -0.405093 07:55:34.000    0.046   41.28200 OBJECT           imaging          MWC863                           
COMA00027934 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.014 -23:53:49.07 355.59804    14.82592     251.87350    -1.70557        -0.311575    -0.859547    -0.405093 07:55:34.000    2.511   41.28200 OBJECT           spectroscopy     MWC863                           
COMA00027935 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.011 -23:53:49.18 355.59802    14.82590     251.87351    -1.70560        -0.311575    -0.859546    -0.405094 07:56:53.000    0.046   41.13775 OBJECT           imaging          MWC863                           
COMA00027936 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.011 -23:53:49.18 355.59802    14.82590     251.87351    -1.70560        -0.311575    -0.859546    -0.405094 07:56:53.000    2.511   41.13775 OBJECT           spectroscopy     MWC863                           
COMA00027937 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.017 -23:53:49.10 355.59806    14.82589     251.87354    -1.70557        -0.311574    -0.859547    -0.405093 07:58:13.000    0.046   40.99165 OBJECT           imaging          MWC863                           
COMA00027938 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.017 -23:53:49.10 355.59806    14.82589     251.87354    -1.70557        -0.311574    -0.859547    -0.405093 07:58:13.000    2.511   40.99165 OBJECT           spectroscopy     MWC863                           
COMA00027939 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.012 -23:53:49.20 355.59801    14.82590     251.87351    -1.70560        -0.311575    -0.859546    -0.405094 07:59:37.000    0.046   40.83986 OBJECT           imaging          MWC863                           
COMA00027940 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.012 -23:53:49.20 355.59801    14.82590     251.87351    -1.70560        -0.311575    -0.859546    -0.405094 07:59:37.000    2.511   40.83986 OBJECT           spectroscopy     MWC863                           
COMA00027941 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.003 -23:53:49.31 355.59796    14.82591     251.87348    -1.70564        -0.311576    -0.859546    -0.405094 08:00:56.000    0.046   40.69039 OBJECT           imaging          MWC863                           
COMA00027942 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.003 -23:53:49.31 355.59796    14.82591     251.87348    -1.70564        -0.311576    -0.859546    -0.405094 08:00:56.000    2.511   40.69039 OBJECT           spectroscopy     MWC863                           
COMA00027943 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.003 -23:53:49.40 355.59794    14.82589     251.87348    -1.70566        -0.311576    -0.859546    -0.405095 08:02:16.000    0.046   40.53718 OBJECT           imaging          MWC863                           
COMA00027944 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.003 -23:53:49.40 355.59794    14.82589     251.87348    -1.70566        -0.311576    -0.859546    -0.405095 08:02:16.000    2.511   40.53718 OBJECT           spectroscopy     MWC863                           
COMA00027945 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.002 -23:53:49.53 355.59792    14.82587     251.87348    -1.70570        -0.311575    -0.859546    -0.405095 08:03:34.000    0.046   40.38819 OBJECT           imaging          MWC863                           
COMA00027946 2002-07-31            29 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.002 -23:53:49.53 355.59792    14.82587     251.87348    -1.70570        -0.311575    -0.859546    -0.405095 08:03:35.000    2.511   40.38819 OBJECT           spectroscopy     MWC863                           
COMA00027947 2002-07-31             6 H13             F34C17.00W0.40  H01             L02L20I         16:40:18.009 -23:53:49.54 355.59794    14.82584     251.87352    -1.70570        -0.311575    -0.859546    -0.405095 08:05:00.000    0.046   40.22563 OBJECT           imaging          MWC863                           
